Ayssi comensan las paraulas de Albucasim .	 "Thus begin the words of Avicenna.
E aprop le desliet segons los sieus desiriers, e aprop le relieg, e aprop le leyssec per alcus jorns e comandec que nos deslies le liament; e estec ayssi entro que la coyssa e·l pe foro apostematz, e pervenguet a perdicio.	 And then you unbind him according to his wishes, and then you rebinding him, and then you leave him dry for several days, and command that we do not bind the bandage; and this way we proceed until the swelling in his foot is abated, and it reaches a state of healing.
E yeu fuy apelat a lu, e aparelhegui a desliar le liament, e conseguida es tranquilitat e enayssi amermet de sas dolors.	 And I was called to him, and prepared to unbind the bandage, and thus his tranquility was achieved, and similarly he admitted to his pains.
Mays empero ja corrupcio era confermada en le membre, per que no pogui refrenar aquela, e no cessec perambular la corrupcio en le membre entro que·l malaute peric.	 But since the corruption was already confirmed in the member, and it could not be restrained, and ceased to spread the corruption in the member until the patient perished.
E vi un autre metge le qual perforec un apostema cancros, e fo ulcerat aprop alscus dias, entro que foc magnificada la malicia de lu am lo senhor de lu.	 And I saw another physician who punctured a cancerous swelling, and it became ulcerated after several days, until the evil of it was increased by the lord of him.
La qual causa es quar le cranc caut es pur de humor melencolic, lahoras no cove que pervengua a lu am ferr de tot, sino que sia an membre le qual suffertes que de tot fos hostat.	 The reason for this is that the black cancer is entirely of melancholic humors, and it is not necessary to have iron in all parts, but rather in the member which feels all of it.
E per aquo, filhs, necessari es a vos que la operacio am ma sia devisada en dos devesios: so es en operacio a lu qual es associada salut, e en obra am la qual es perilh en las majors disposicios.	 And therefore, my sons, it is necessary for you that the operation with the hand should be carried out in two ways: one is an operation associated with health, and another is a work involving great risk in the greatest dispositions.
E yeu ja he exsitat aquo en tot loc de aquest libre en le qual venc opperacio en la qual es error e temor; per que necessari es a vos que guardetz aquo e layssetz aquel, per que les folhs no atrobo via a parlar e a vos desonestar.	 And I have already mentioned this in every place of this book where an operation is performed that involves error and fear; therefore, it is necessary for you to watch out for this and avoid it, so that the pages do not find a way to speak and dishonor you.
E donc prenetz las vostras armas am sollicitut e am proteccio de Dieu , e les vostres malautes am falicitat e am fermetat.	 And therefore, take up your weapons with care and under the protection of God, and your patients with happiness and firmness.
E usatz de la milhor via per la gracia de Dieu perdusent a salut e a lausabla successio, e laysatz las malautias terriblas de difficil sanacio, e ostatz las vostras armas de aquo que vos fa temer, per so que ysitatio en vostra fe e en le vostre nom no vos evasisca: quar mays es remanent a la vostra gloria, e pus aut en le mon e en derier a las vostras sanctitatz.	 And use the best way with God's grace for them to attain health and praiseworthy success, and avoid the terrible diseases of difficult healing, and keep your weapons away from what causes you fear, so that doubt in your faith and in your name does not elude you: for it is more beneficial to your glory, and both now and later, to your sanctity.
Gualia ja diyssec en alcunas sieuas monicios:	 I have already said this in some of my previous works:
“No mediquetz malautia mala, per so que mals metges no siatz nompnatz”.	 "Do not treat evil patients, lest you be called evil doctors.
E yeu ja he devesit aquest libre segontz tres capitols.	 And I have already divided this book into three chapters.
Comensa la divisio del libre, e primier de la primieyra partida.	 Here begins the division of the book, and first of the first chapter.
Le primier capitol ordenat del cap entro·s pes, en las formas dels instrumentz e en les ferrementz dels cauteris, e de aquo que necessari es en la opperacio.	 The first chapter concerns the head, specifically the forms of instruments and the irons of the cautery, and what is necessary for the operation.
La divisio de la segonda partida.	 "The division of the second section.
Le segon capitol, de siccio e perforacio, e de ventosas, e de plaguas, e de extractio de sagetas e de semblantz ad aquelas, tot capitolat e ordenat de las formas dels instrumentz.	 "The second chapter, on cupping and incision, and on cupping glasses, and on wounds, and on the extraction of arrows and similar things, all categorized and arranged according to the forms of the instruments.
Divisio de la tersa partida.	 "Division of the third section.
Le tertz capitol, de restauracio e de dislocacio, e de curacio de torcio e de semblantz ad aquels; capitol ordenat del cap entro·s pes, e de las formas dels instrumentz.	 "The third chapter, on reduction and dislocation, and on the treatment of fractures and similar conditions; a chapter arranged from the head to the feet, and on the forms of the instruments.
De cauteri am foc e am medicina aguda e rememoracio de la opperacio.	 "On cautery with fire and with sharp medicine, and on remembering the operation.
Am aquel comensa le tractat de tot le libre.	 "With this begins the treatise of the entire book.
Cove que yeu digua la qualitat dels juvamentz de aquel cauteri e dels noccumentz de lu, e en qual compleccio sia prohibit cauteri.	 "I want to say what are the advantages and disadvantages of that type of cautery, and in which circumstances it is forbidden.
Donc dic que·l sermo de la qualitat del juvament de cauteri e del noccument de lu es sermo lonc e prolixs, e subtil per sciensa, e secret amaguat; e ja de lu a parlat gran multitut de savis, e de lu se son desacordatz, et a mi abasta un petit dels sermons de lor, temen perlonguacio.	 "So I say that the discussion about the advantages and disadvantages of cautery is a long and complex discourse, subtle in its knowledge and secretly hidden; and many wise men have spoken about it, and they disagree among themselves, and only a little of their discussions reaches me, fearing to be too lengthy.
E donc dic que cauteri comfereys a tota compleccio universalment la qual es am materia o ses materia, exceptat dos compleccios, las quals son compleccios caudas ses materia .	 "And therefore I say that you should perform cautery in every circumstance, whether it involves matter or not, except for two circumstances, which are cold and dry conditions without matter.
En la compleccio cauda e secca am materia se desecordero; quar alcus dyssero que cauteri es juvatiu ad aquela, e les autres dyssero le contrari de aquel, que cauteri no es convenient en malautia la qual es per qualiditat e per siccitat, quar natura del foc es qualiditat e siccitat, e enconvenient es que malautia cauda e secca am aquo que es caut e sec sia sanada.	 In this case of cold and dry illness with matter, it is necessary to remember; because some say that cautery is helpful for that, while others say the opposite of that, that cautery is not suitable for an illness caused by quality and dryness, because the nature of fire is heat and dryness, and it is inappropriate that a cold and dry illness be healed with something hot and dry.
E diysec aquel que ditz le contrari de aquel, que per cauteri es fayt juvament en tota malautia cauda e secca que ve en les cors dels homes, quar quan tu comparas le cors de home e las humiditatz de lu a la compleccio del foc, atrobas le cors de home freg.	 Say the opposite of that, that through cautery there is improvement in all cold and dry illnesses that occur in men's bodies, because when you compare a man's body and its humidity to the nature of fire, you find the man's body to be cold.
E yeu dic per le sermo de aquel, que esperiment aquo ja a mi alscunas vetz a descubert.	 And I say by the words of that, that experience has revealed this to me many times before.
Mays empero no cove que vengua sobre aquo aquel que ja es exproat e excersitat en le capitol de cauteri per derier exercici, e a conogut la diversitat de la compleccio dels homes e la disposicio de las malautias en lor meteyssas, e las causas de aquelas, e·ls accidentz de lor, e l’espasi del temps de aquelas.	 However, it is not necessary to discuss this matter further with someone who has already been instructed and practiced in the chapter on cautery through previous practice, and who knows the diversity of men's constitutions, the disposition of their illnesses within them, the causes of those illnesses, their accidents, and the time course of those illnesses.
Mays en las autras compleccios, no es sobre vos temor, e majorment en las malautias fregas e humidas, quar ja totz les metges se son acordatz sobre aquels, e no so desecordatz en le juvament am cauteri en aquelas.	 But in other constitutions, there is no need to fear, and especially in cold and moist illnesses, because all physicians have agreed on these, and they are not disagreed upon in the improvement with cautery in those cases.
E sapiatz, filhs, que del secret de curacio per cauteri am foc e de la bontat de lu, so sobre cauteri am medicina comburent, es quar le foc es simple, la accio del qual no perven sino al membre le qual es cauterizat e no notz al autre membre am lu ajustat sino am petit nocument.	 And know, children, that the secret of treatment through cautery with fire and its goodness lies in that the fire is simple, the action of which only reaches the member that is being cauterized, and it does no harm to the other members connected to it except for a small injury.
Mays la accio de medicina comburent perven ad aquel en les membres le qual de lu alunhat, e fort leu fa venir en le membre malautia de dificil sanacio e fort leu ausit.	 But the action of medicine cautery reaches those members that are close to it, and it easily brings about difficult healing in the sick member and is quickly applied.
Mays le foc, per la sua sublimitat e de la sua substancia bontat, no fa aquo sino que superfluisca E ja es a nos conogut per experiment e per longitut de servitut de studi am l’art sobre le veritat de las causas; e per aquo yeu so excusat de la longitut del sermo E si no fos que no es legut al mieu libre en aquest pausero a vos secret amaguat am le foc, e la qualitat de la operacio de lu en les cors e de la sieua expulcio per la qual expellis las malautias, am sermo philosophic demostratiu, le qual siria acuit en las vostras pessas.	 But fire, due to its sublimity and the goodness of its substance, does nothing but burn away superfluous matter. And it is known to us through experience and the long service of study in this art concerning the truth of causes; and for that reason I am excused from the length of this discourse. And if it were not that it is not written in my book, here I would reveal to you a secret hidden with fire, and the quality of its operation on bodies and its expulsion by which diseases are expelled, demonstrated with philosophical reasoning, which would be suitable for your intellects.
E sapiatz, filhs, que els se desacordan del temps en le qual es convenient far cauteri e pausan le milhor temps de primaveyra.	 And know, children, that they disagree about the time in which it is suitable to perform cautery and they establish the best time as spring.
E yeu dic que cauteri es convenient en tot temps, per so que le nocument per le temps accident es submergit en le juvament de aquo que am le cauteri es atirat, e majorment si le cauteri es per dolors o de dolors necessaries, fortz e fistinas, las quals no suffertan tarditat per so que es temut de aquelas que vengua malicia, que es major que petit nocument entrant per lo temps.	 And I say that cauterization is appropriate at all times, because the damage from an accidental moment is submerged in the help of what is drawn with the cautery, and especially if the cauterization is for painful or necessary pains, forces, and fistulas, which do not tolerate delay, lest something worse should come from them, which is greater than a minor injury entering through time.
E aysso no catz en vostras pessas, o, filhs, aquo no estiman sino le poble vulguar e les fols metges, so es que ad aquela malautia que es sanada per cauteri no es redicio tot temps, e pausan aquel consequen.	 And this is what is in your minds, or sons, that only the common people and foolish doctors think so, since the illness that is cured by cauterization does not return at all times, and they claim that consequence.
E la causa no es ges ayssi quo els cuydan per aquo, quar cauteri no es sino en loc de medicina la qual altera la compleccio e esicca las humiditatz las quals son causa per que veno las dolors.	 And the reason is not as they think, because cauterization is only used in places where medicine alters the complexion and dries up the moisture that causes pain.
Mays empero cauteri superflueys sobre la medicina per volicitat de la sua valitut e vertut de la sua operacio e grandesa del sieu senhor.	 However, cauterization exceeds medicine in effectiveness due to its strength and the power of its operation, as well as the greatness of its practitioner.
E es possible que la sua malautia retorne en alcuna hora del temps, segon la compleccio del malaute e la locacio de la sua malautia, e la vertut de lu, e aquo que es preparat en le cors de lu de la agreguacio de las superfluitatz en lu, e aquo que es pervengut a lu en la sua acquisicio en viandas e semblantz de aquelas causas; sino que la malautia en la qual sia aministrat cauteri sia malautia subtil en membre de paucas superfluitatz e humiditatz, ayssi cum cauteri de dent per dolor e semblantz ad aquel, possible es que en lu no retorne aquela dolor, mays aquo se fa en petitz.	 And it is possible that their illness may return at some point in time, depending on the patient's complexion and the location of their illness, as well as the patient's strength and what has been prepared in their body from the accumulation of superfluidities, and what they have acquired through their diet and similar causes. However, if the illness for which cauterization is administered is a subtle illness in a member with few superfluities and moisture, such as cautery for toothache and the like, it is possible that the pain will not return in them, but this is done rarely.
E mays sermo vulgar es que cauteri es le derier remezi de medicina, e es sermo dreyturier, no ad aquo que els entendo en lu, quar els crezo que no es curacio que aprofieyta am medicina ni am autra causa aprop cauteri.	 And it is commonly said that cautery is the last resort of medicine, and this is a true statement, as I understand it, because I believe there is no cure that can be achieved with medicine or any other means except through cautery.
E la causa es en contrari de aquo; e la entencio que cauteri es le derier remezi de medicina no es sino quan administram las manieyras de curacio en alcunas malautias, e aquelas medicinas no conferieysso, e aprop en la fi de la causa aministra hom cauteri, e aprofieyta ad aquela.	 And the reason is contrary to this; and the intention that cautery is the last resort of medicine is only when the ways of cure are administered in certain illnesses, and those medicines do not succeed, and then at the end of the cause one administers cautery, and it benefits in this.
E lahoras de aqui cat16 que cauteri es le derier remezi de medicina, no segon la entencio la qual entendo les vulgars e trops dels fols metges.	 And from here, I conclude that cautery is the last resort of medicine, not according to the intention which I understand from the common people and too many foolish doctors.
E diyssero les antics que cauteri am aur es milhor que cauteri am ferr, e no diyssero aquo sino per la equalitat del aur e sublimitat de la sua sustancia.	 And the ancients said that cautery with gold is better than cautery with iron, and they said this not for any other reason than for the equality of gold and the nobility of its substance.
E diyssero que le loc de cauteri no fa brac, cum aquo no sia absolutament vertat, quar yeu ja he aquo proat e he atrobat que aquel no fa aquo sino en alcus cors ses les autres, e cauteri am aquel es bo e milhor que am ferr ayssi quo els diyssero; mays empero quan tu fas cauteri am foc am de aur, no es a tu declarat, quar es egnit segon la quantitat que tu vols per la rugor de l’aur, e quar prepara a recebre freg; e si ajustas sobre lu ignicio se fon l’aur per le foc, e caso en le foc alcunas laminas per que le artifex catz per la occupacio de aquel.	 And they said that the place of cautery does not burn, as if this were absolutely true. For I have proven and found that this is not so in all bodies, but only in some without others, and cautery with it is good and better than with iron as they said; however, when you make cautery with fire with gold, it is not declared to you, because it is ignited according to the quantity that you want by the roughness of the gold, and because it prepares to receive a burn. And if you put a fire on it, the gold melts from the heat, and some sheets fall into the fire by which the craftsman loses his occupation.
E per aquo es fayt cauteri am ferr deves nos pus leugerament e pus propdanament a rectitut de operacio.	 Here's my attempt at translating that line into English:
E yeu ja he ordenat aquest capitol en le cauteri segon capitols, et he ordenat aquels del cap entro les pes, per so que aleugo le demandant aquo que vol de lu.	 Here is the translation of the given text into English:
De cauteri de dolor de cap per frigiditat e humiditat.	 "On treating headaches caused by coldness and dampness.
Le capitol primier.	 "The first chapter.
Aquesta cauterizacio confereys a la humiditat e frigiditat sobre le servel accident de la qual so doas causas, so es causa de soda e multitut de flux raumatic, apelat corissa, del cap a las partidas dels huelhs e de las aurelhas fluent, e multitut de dormir, e de dolor de dentz e del guolayro, e universalment de tota malautia que ve per fregiditat, ayssi cum paraliticament, sodo e apoplexio, e semblantz en aquelas malautias.	 "This cauterization treats coldness and dampness in the body, which are the two causes of many ailments. It is effective against headaches, excessive earwax, persistent yawning, toothaches, sore throats, and generally any illness caused by coldness, such as paralysis, fever, stroke, and similar conditions.
La forma de aquesta cauterizacio es aquesta, que primieyrament comandes al malaute que sia evacuat am medicina lacsativa le cap mondificant, per tres o per quatre nueytz, segon que exhigeys la vertut del malaute e la edat de lu e la sua costuma.	 "The method for this cauterization is as follows: firstly, instruct the patient to take a laxative medication to cleanse the bowels for three or four nights, depending on the patient's strength, age, and habits.
E aprop comanda li que raza le sieu cap am razor, e aprop fay aquel sezer entre las tuas mas sobre una banca cayrada e que pause las suas mas sobre le pietz sieu.	 "And then instruct them to shave their head with a razor. Then have that person sit between your hands on a low bench, and have them place their feet on the ground.
E aprop pausa la razit de la tua palma aprop le pous sobre la razit del nas entre les huels sieus.	 "Then place the sharp edge of your palm close to the bridge of the nose between the patient's eyes.
Mays empero, cum le tieu dit del mieg loc es pervengut, signa aquel loc am tenta, e aprop igneys le cauteri olivar del qual aquesta es la forma:	 "However, when your finger reaches the middle of the forehead, mark that spot with a needle. Then heat the cautery stick, which should be olive-shaped like this:
E aprop pausa aquel sobre le loc senhat am tenta, a manieyra que descent, am la qual la tieua ma sia constrengida petit a petit, e tu revolveys aquel.	 And then you place it on the affected area with a tent, in such a way that it descends, and with which the left hand is gently pressed, little by little, and you turn it over.
E aprop leva la tua ma leugerament e reguarda le loc, e si veses ja del os esser descubert alcuna quantitat del cap, ayssi cum la quantitat de gra de errs, lahoras eleva la tua ma, e si no torno la tua ma am aquel ferr, am autre de aquel, si es enfrigidat, entro que sia vist del os aquo que yeu he dit a tu.	 And then you lift your hand slightly and look at the area, and if you see any part of the bone already exposed, even as small as a grain of millet, then raise your hand. But if not, return your hand with that iron, or another one like it, until the bone is visible as I have told you.
E aprop pren un petit de sal e disolveys aquel sobre le loc e leyssa aquel per tres jorns.	 And then take a little salt and dissolve it in water, and leave it on the area for three days.
E aprop pausa sobre lu coto enbegut en boder e leyssa aquel sobre lu entro que sia destrusida la scara del foc.	 And then place on it a cloth soaked in vinegar and leave it on the area until the scab of the fire is destroyed.
E aprop cura le loc am anguent tetrafarmacon entro que sia sanat.	 And then treat the area with Tetrapharmakon ointment until it is healed.
E ja diyssero que quant la plagua roman uberta, tant mielhs geta le brac, per que es milhor e mays juvatiu.	 And they say that the more open the wound remains, the better the arm gets, because it is better and more beneficial.
E diyssero alcus de lor que sia cauterizada la codena entro al os, e sia tengut le cauteri entro que sia adhurida alcuna partida de la specitut del os.	 And some of them say that the tendon should be cauterized up to the bone, and that the cautery should be held there until a piece of the bone's appearance is burnt.
E aprop sia ras aquo que es adhust del os, e aprop sia curat.	 And immediately remove that which is adjacent to the bone, and immediately treat it.
E diyssero autres que am lo cauteri pervengua al derier, entro que enprema en le os forta enprecio entro que le os caga, e aquesta es la forma de alphecati petit:	 And others say that with the cautery one should reach to the very back, until it presses strongly on the bone, to the point that the bone breaks, and this is the form of a small operation.
E estiman de aquel loc expiran la vapors del cap.	 And they believe that from that place the vapors of the head are released.
E sia tenguda la plagua uberta per lonc temps, e aprop sia curada entro que sia consolidada.	 And the wound should be kept open for a long time, and then it should be treated until it is healed.
Mays a mi no so vistas aquestas doas specias de cauteri de tot, sino en alcus homes segon via de temor; e layssa aquel, deves mi, milhor es am salut, quan es; quar le cap es develitat per solucio de continuitat de lu ayssi cum havem testificat en les autres membres, e majorment quan le cap del malaute es de freul natura.	 But I have not seen these two types of cautery in all cases, only in some men due to fear; and that one, I think, is better with health than without it, because the head is opened by solving its continuity just as we have shown in other members, especially when the patient's head is of a frail nature.
E la specia de cauteri primieyra es mays salva e milhor deves mi; e de aquela husi e am aquela obra am salut.	 And the first type of cautery is safer and better in my opinion, and with that one works and performs the task healthily.
Capitol segon.	 Chapter two.
Del cauteri del cap.	 On the cautery of the head.
Quan en tot le cap accideys dolor cronica e longua e aquo es en le malaute prolonguat, e usa de gerras e de cochias e de capipurges e de emplaustres e de guatz e de cadels e de gualinas e de semblantz, e majorment si ja es cauterizat am un cautere le qual recontam e no aprofieyta a lu deguna de aquelas causas, lahoras considera quar si le cap del malaute es de fort creacio en la sua natura; e no es freul et atroba mot gran freg, lahoras aquel cauterisa am autra cauteri dejos aquel un pauc.	 When persistent and prolonged pain occurs in the entire head of a patient who has used poultices, plasters, head purges, ointments, lotions, caps, helmets, hoods, and similar remedies, especially if it has already been cauterized with a cautery that did not benefit him at all from those causes, then consider whether the patient's head is of strong creation in its nature; and is not frail and finds great cold, then that one should be cauterized again with another cautery near that one a little.
E aprop cauterisa aquel sobre le corn del sieu cap am cauteri entro que la codena es partida.	 And then cauterize that area on the horn of his head with a pointed cautery until the caul is cut off.
Incisa la codena e sia descuberta del os la quantitat la qual havem recontat e cauteriza aquel am un cauteri en la partida deriera del cap en le loc le qual es apelat vas, — e es aquel loc en le qual es pausada ventosa.	 Cut the caul and expose the bone in the amount we've measured. Cauterize that area with a pointed cautery on the back part of the head in the place called the 'vas', which is where the cupping glass is placed.
Et alleuja la tua ma en aysso, e no descobras le os, quar le malaute per aquo atroba mot gran dolor diversa de la dolor de totz les autres cauteris del cap.	 And be gentle in doing this, and do not expose the bone, for the patient will find great pain from this, different from the pain of all other head cauteries.
E yeu diyre aquest cauteri en son loc, quar cove que·l cauteri am le qual so cauterisatz les corns del cap e le occiput es pus subtil cauteri que aquel am le qual es cauterisat le mieg loc del cap; e aquesta es la forma de lu.	 And I say that this cautery should be in its place, for the cautery with which you cauterize the horns of the head and the occiput is more delicate than the one used to cauterize the middle part of the head; and this is its shape.
Capitol ters.	 Next chapter.
De cauterisacio de emigranea no-antiqua.	 On the cautery for non-chronic migraine.
Quan endeve en la partida del cap dolor sodo, o es stenduda dolor entro al uelh, sia evacuat am medicinas le cap mondificantz, e sia aministrada l’autra curacio, la qual yeu he dita en las devesios de las malautias; e tot no aprofieyta, lahoras cauterisacio en lu es en dos manieyras: o cauterisacio am medicina acuta comburent, o am ferr.	 When there is severe pain in the head or when pain spreads to the eye, it should be evacuated with purgative medications and other remedies as I have described in the treatment of diseases; and if that does not help, then cautery can be performed in two ways: either by cauterizing with a sharp burning medicine or with iron.
Mays cauteri am medicina comburent es que tu prenguas una dolsa de alh, e escorgas aquela e abcindas las extremitatz de lu de amdos les caps.	 Here's my attempt at translating the sentence:
E aprop incideys le loc de la dolor en la templa am una lanceta lada entro que sia en lu feyt loc dejos la codena, entro que sia occultada.	 And then cut the painful area on the temple with a sharp lance until it is fully opened, until it is hidden.
E aprop strenh sobre lu am stopada per descent constreccio, e layssa aquel per le spazi de tres horas; e aprop deslia le e tratz le alh, e laysa la plagua per dos o per tres jorn, e aprop pausa sobre lu coto submergit en boder entro que le loc fassa brac.	 And then apply pressure to him with a poultice to relieve the constriction, and leave it there for three hours; then remove it and draw it out, and let the wound be for two or three days, and then place over him a compress soaked in wine until the area begins to heal.
E aprop cura aquel am enguent entro que sia sanat.	 And then treat him with an ointment until he is healed.
E si tu voys, fe aquo am alcunas medicinas comburentz las quals yeu he scriutas en le douse tractat de medicinas comburentz.	 And if you wish, do so with some burning medicines which I have written about in the twelve treatises on burning medicines.
Mays la cauterisacio am ferr segon aquesta manieyra: igneys per cauteri del qual aquesta es la forma:	 But perform cauterization with iron according to this manner: take a cautery of which this is the form:
e es apelat claus clavilhs, quar le cap de lu es ayssi cum forma de clavel en le qual es alcuna curvitat, e·n le mieg loc de lu es eminensia petita.	 and it is called a nail-head, because its head is like the shape of a nail, with some curvature, and in the middle of it there is a small protuberance.
E aprop pausa sobre loc de la dolor, e rete la tua ma — per que no sia adhurida la arceria la qual es dejos — e revol le ferr petit a petit am velocitat.	 And then place it on the painful area, and hold your hand — so that the iron rod which is behind does not get burned — and rotate the iron slowly with speed.
E si la quantitat de lu que es adhurida per la specitut de la codena ayssi quo la maytat de lu, e elava la tua ma per so que la arteria no sia adhurida la qual es dejos, per so que no vengua flux de sanc.	 And if the quantity that is burned by the point of the rod is such that it is most of it, lift your hand so that the vein which is behind does not get burned, lest there be a flow of blood.
E aprop enbibeys coto en aygua de sal e pausa aquel sobre le loc, e layssa aquel per tres dias; e aprop pausa coto mulhat am boder, e aprop cura am enguent entro que sia sanat.	 And then soak a cloth in saltwater and place it on the area, leaving it there for three days; and then place a soft cloth with an edge, and then treat with ointment until it is healed.
E si voys, cauterisa am la extremitat del cutellari segon cauteri, e guarda te de incisio de arteria en aquesta emigranea propriament no-antiqua.	 And if you wish, cauterize with the tip of the lancet as for a cautery, and be careful not to cut an artery in this ancient practice.
Capitol quart.	 Chapter four.
De cauterizacio d’emigranea antiqua.	 On the Cauterization of Ancient Migraine.
Quan tu curas emigranea am aquo que havem dit de la curacio precedent, e aquo que havem dit en las divisios de las malautias, e no aprofieyta la curacio, e vezes per la malautia que no abasta a lu aquo que havem dit del primier cauteri am medicina o del cauteri am foc, lahoras cove que tu igniscas le cauteri cutellar entro que sia albificat, pus que significas sobre le loc de la dolor am linha de longuesa de la qual sia la maytat del dit, o quays aquel; e depausa la tua ma per una veguada e strenh aquela entro incidiscas la arceria e pervengua entro al os.	 When you treat migraine with the water method we have mentioned in the previous treatment, and as we have said in the divisions of illnesses, and it does not benefit from the treatment, and sometimes because the illness is not cured by what we have said about the first cautery with medicine or the cautery with fire, then you must heat the lancet until it is white-hot, since you indicate on the place of pain with a line the length of which is the majority of the finger, or as much as that; and place your hand firmly once and strongly hold it until you do not cut the artery and reach the bone.
Empero necessari es a tu que guardes de la continuacio de la mandibula, la qual es mauguda deves la masticacio, e que le lacert no sia adhurit e le nervi le qual mau aquela, e que no s’endevengua espasme.	 However, it is necessary for you to be careful of the continuation of the jawbone, which is moved by chewing, and that the tendon is not cut and the nerves which move that, and that a spasm does not occur.
E si es sobre la custodia e cautela de flux de sanc de l’arteria que es abciza, quar en la abcizio de lu es temor, e majorment ad aquel le qual ignora aquo que fa e no es studios e esproat; e layssa la operacio en lu al comensament.	 This is a challenging text due to its archaic language and potential use of medical terminology specific to the time period in which it was written. Here's my attempt at translating it:
E yeu vindre am rememoracio del regiment de flux de sanc accident de la arceria segon la sieua manieyra, en le sieu loc de aquest libre.	 And I come with the recollection of the treatment for blood flow issues related to archery, according to its method, in this section of the book.
